"entryACCESSION","entrez_symbol","entryTYPE","OMIM","UNIPROT","ROLE","pathway","source","activity","deviation","label"
"kegg_356","FASLG","gene","134638|211980|601859","P48023|Q53ZZ1",NA,"Pathways in cancer|Cytokine-cytokine receptor interaction|MAPK signaling pathway|Apoptosis|PI3K-Akt signaling pathway","KEGG",1,0,"FASLG"
"kegg_26271","FBXO5","gene","606013","Q9UKT4",NA,"Cell cycle","KEGG",1,0,"FBXO5"
"kegg_23291","FBXW11","gene","605651|618914","Q9UKB1",NA,"Wnt signaling pathway|Hedgehog signaling pathway","KEGG",1,0,"FBXW11"
"kegg_2209","FCGR1A","gene","146760","P12314",NA,"Acute myeloid leukemia","KEGG",1,0,"FCGR1A"
"kegg_C14818","Fe2+","compound",NA,NA,NA,"HIF-1 signaling pathway","KEGG",1,0,"Fe2+"
"kegg_2241","FER","gene","176942","P16591|W0S1B5|Q6PEJ9|W0S0X4",NA,"Adherens junction","KEGG",1,0,"FER"
"kegg_2867","FFAR2","gene","603823","C6KYL4|O15552",NA,"cAMP signaling pathway","KEGG",1,0,"FFAR2"
"kegg_2246","FGF1","gene","131220","P05230|A8K147|Q16089",NA,"Pathways in cancer|Gastric cancer|Melanoma|Breast cancer|MAPK signaling pathway|PI3K-Akt signaling pathway|Calcium signaling pathway","KEGG",1,0,"FGF1"
"kegg_2255","FGF10","gene","149730|180920|602115","O15520",NA,"Pathways in cancer|Breast cancer|Gastric cancer|Melanoma|MAPK signaling pathway|Calcium signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"FGF10"
"kegg_8823","FGF16","gene","300827|309630","O43320",NA,"Pathways in cancer|Breast cancer|MAPK signaling pathway|Gastric cancer|Melanoma|PI3K-Akt signaling pathway|Calcium signaling pathway","KEGG",1,0,"FGF16"
"kegg_8822","FGF17","gene","146110|603725|615270","O60258",NA,"Pathways in cancer|Gastric cancer|Melanoma|Breast cancer|MAPK signaling pathway|PI3K-Akt signaling pathway|Calcium signaling pathway","KEGG",1,0,"FGF17"
"kegg_8817","FGF18","gene","603726","O76093",NA,"Pathways in cancer|Gastric cancer|Melanoma|Breast cancer|MAPK signaling pathway|PI3K-Akt signaling pathway|Calcium signaling pathway","KEGG",1,0,"FGF18"
"kegg_9965","FGF19","gene","603891","O95750",NA,"Pathways in cancer|Breast cancer|Gastric cancer|Melanoma|PI3K-Akt signaling pathway|MAPK signaling pathway|Calcium signaling pathway","KEGG",1,0,"FGF19"
"kegg_2247","FGF2","gene","134920","A0A087WUF6|P09038",NA,"Pathways in cancer|Gastric cancer|Melanoma|Breast cancer|PI3K-Akt signaling pathway|Calcium signaling pathway|MAPK signaling pathway","KEGG",1,0,"FGF2"
"kegg_26281","FGF20","gene","605558|615721","Q9NP95",NA,"Pathways in cancer|Breast cancer|Gastric cancer|Melanoma|MAPK signaling pathway|Calcium signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"FGF20"
"kegg_26291","FGF21","gene","609436","Q9NSA1",NA,"Pathways in cancer|Breast cancer|Gastric cancer|Melanoma|MAPK signaling pathway|Calcium signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"FGF21"
"kegg_27006","FGF22","gene","605831","K7ELB9|Q9HCT0",NA,"Pathways in cancer|Gastric cancer|Melanoma|Breast cancer|PI3K-Akt signaling pathway|MAPK signaling pathway|Calcium signaling pathway","KEGG",1,0,"FGF22"
"kegg_8074","FGF23","gene","193100|605380|617993","Q9GZV9",NA,"Pathways in cancer|Breast cancer|Gastric cancer|Melanoma|PI3K-Akt signaling pathway|MAPK signaling pathway|Calcium signaling pathway","KEGG",1,0,"FGF23"
"kegg_2248","FGF3","gene","164950|610706","P11487",NA,"Pathways in cancer|Gastric cancer|Melanoma|Breast cancer|MAPK signaling pathway|PI3K-Akt signaling pathway|Calcium signaling pathway","KEGG",1,0,"FGF3"
"kegg_2249","FGF4","gene","164980","P08620",NA,"Pathways in cancer|Breast cancer|Gastric cancer|Melanoma|PI3K-Akt signaling pathway|MAPK signaling pathway|Calcium signaling pathway","KEGG",1,0,"FGF4"
"kegg_2250","FGF5","gene","165190|190330","Q8NBG6|P12034",NA,"Pathways in cancer|Gastric cancer|Melanoma|Breast cancer|PI3K-Akt signaling pathway|MAPK signaling pathway|Calcium signaling pathway","KEGG",1,0,"FGF5"
"kegg_2251","FGF6","gene","134921","P10767",NA,"Pathways in cancer|MAPK signaling pathway|Gastric cancer|Melanoma|Breast cancer|Calcium signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"FGF6"
"kegg_2252","FGF7","gene","148180","P21781",NA,"Pathways in cancer|Breast cancer|Gastric cancer|Melanoma|MAPK signaling pathway|PI3K-Akt signaling pathway|Calcium signaling pathway","KEGG",1,0,"FGF7"
"kegg_2253","FGF8","gene","600483|612702","A0A087X1S5|A1A515|P55075",NA,"Pathways in cancer|Gastric cancer|Melanoma|Breast cancer|Calcium signaling pathway|PI3K-Akt signaling pathway|MAPK signaling pathway","KEGG",1,0,"FGF8"
"kegg_2254","FGF9","gene","600921|612961","P31371",NA,"Pathways in cancer|Breast cancer|Gastric cancer|Melanoma|PI3K-Akt signaling pathway|MAPK signaling pathway|Calcium signaling pathway","KEGG",1,0,"FGF9"
"kegg_2260","FGFR1","gene","101600|123150|136350|147950|166250|190440|613001|615465","A0A0S2Z3Q6|P11362","ONCOGENE","Pathways in cancer|MAPK signaling pathway|Melanoma|PI3K-Akt signaling pathway|Adherens junction|Breast cancer|Prostate cancer|Calcium signaling pathway","KEGG",1,0,"FGFR1"
"kegg_2263","FGFR2","gene","101200|101400|101600|123150|123500|123790|149730|176943|207410|609579|613659|614592","P21802|A0A141AXF1|S4R381|D2CGD1","ONCOGENE","Gastric cancer|Prostate cancer|PI3K-Akt signaling pathway|MAPK signaling pathway|Pathways in cancer|Calcium signaling pathway","KEGG",1,0,"FGFR2"
"kegg_2261","FGFR3","gene","100800|109800|114500|134934|146000|149730|162900|187600|187601|273300|602849|603956|610474|612247|616482","P22607|Q0IJ44","ONCOGENE","MAPK signaling pathway|PI3K-Akt signaling pathway|Pathways in cancer|Bladder cancer|Calcium signaling pathway","KEGG",1,0,"FGFR3"
"kegg_2264","FGFR4","gene","134935","B4DVP5|J3KPQ0|P22455","ONCOGENE","PI3K-Akt signaling pathway|Calcium signaling pathway|MAPK signaling pathway|Pathways in cancer","KEGG",1,0,"FGFR4"
"kegg_2273","FHL1","gene","300163|300280|300695|300696|300717|300718","Q13642|B7Z9A1|Q5JXI2",NA,"JAK-STAT signaling pathway","KEGG",1,0,"FHL1"
"kegg_201163","FLCN","gene","114500|135150|144700|173600|607273|610883","A0A0S2Z5Y7|Q8NFG4","TUMOUR SUPPRESSOR","mTOR signaling pathway","KEGG",1,0,"FLCN"
"kegg_2316","FLNA","gene","300017|300048|300049|300244|300321|304120|305620|309350|311300|314400","P21333|Q60FE5|Q6NXF2",NA,"MAPK signaling pathway|Focal adhesion","KEGG",1,0,"FLNA"
"kegg_2317","FLNB","gene","108720|108721|112310|150250|272460|603381","O75369",NA,"MAPK signaling pathway|Focal adhesion","KEGG",1,0,"FLNB"
"kegg_2318","FLNC","gene","102565|609524|614065|617047","Q14315|Q59H94",NA,"MAPK signaling pathway|Focal adhesion","KEGG",1,0,"FLNC"
"kegg_2321","FLT1","gene","165070","P17948|L7RSL3",NA,"MAPK signaling pathway|Focal adhesion|PI3K-Akt signaling pathway|HIF-1 signaling pathway|Calcium signaling pathway","KEGG",1,0,"FLT1"
"kegg_2322","FLT3","gene","136351|601626|613065","P36888","ONCOGENE","Acute myeloid leukemia|MAPK signaling pathway|PI3K-Akt signaling pathway|Pathways in cancer","KEGG",1,0,"FLT3"
"kegg_2323","FLT3LG","gene","600007","B7ZLY4|P49771|M0QYM9",NA,"Pathways in cancer|PI3K-Akt signaling pathway|MAPK signaling pathway","KEGG",1,0,"FLT3LG"
"kegg_2324","FLT4","gene","136352|153100|602089|618780","P35916",NA,"Pathways in cancer|MAPK signaling pathway|Focal adhesion|Breast cancer|PI3K-Akt signaling pathway|Calcium signaling pathway","KEGG",1,0,"FLT4"
"kegg_2331","FMOD","gene","600245","A0A024R971|B3KS64|Q06828|Q12833",NA,"TGF-beta signaling pathway","KEGG",1,0,"FMOD"
"kegg_2335","FN1","gene","135600|184255|601894","B7ZLE5|P02751|Q6MZM7|Q9UQS6|Q6MZF4|Q6N084","TUMOUR SUPPRESSOR","Focal adhesion|PI3K-Akt signaling pathway|Pathways in cancer|ECM-receptor interaction|Small cell lung cancer","KEGG",1,0,"FN1"
"kegg_96459","FNIP1","gene","610594|619705","Q8TF40|J3KNG8",NA,"mTOR signaling pathway","KEGG",1,0,"FNIP1"
"kegg_57600","FNIP2","gene","612768","Q9P278",NA,"mTOR signaling pathway","KEGG",1,0,"FNIP2"
"kegg_2353","FOS","gene","164810","P01100|Q6FG41",NA,"Pathways in cancer|Colorectal cancer|MAPK signaling pathway|cAMP signaling pathway|Breast cancer|Apoptosis|Estrogen signaling pathway","KEGG",1,0,"FOS"
"kegg_8061","FOSL1","gene","136515","E9PPX2|P15407|E9PKL5|A0A0S2Z595",NA,"Wnt signaling pathway","KEGG",1,0,"FOSL1"
"kegg_2308","FOXO1","gene","136533|268220","Q12778","ONCOGENE","Pathways in cancer|Prostate cancer","KEGG",1,0,"FOXO1"
"kegg_2309","FOXO3","gene","602681","O43524",NA,"Endometrial cancer|Non-small cell lung cancer|PI3K-Akt signaling pathway","KEGG",1,0,"FOXO3"
"kegg_80144","FRAS1","gene","219000|607830","Q86XX4",NA,"ECM-receptor interaction","KEGG",1,0,"FRAS1"
"kegg_10023","FRAT1","gene","602503","Q92837",NA,"Pathways in cancer|Hepatocellular carcinoma|Gastric cancer|Breast cancer|Wnt signaling pathway","KEGG",1,0,"FRAT1"
"kegg_23401","FRAT2","gene","605006","O75474",NA,"Pathways in cancer|Breast cancer|Hepatocellular carcinoma|Gastric cancer|Wnt signaling pathway","KEGG",1,0,"FRAT2"
"kegg_158326","FREM1","gene","248450|608944|608980|614485","Q5H8C1",NA,"ECM-receptor interaction","KEGG",1,0,"FREM1"
"kegg_341640","FREM2","gene","123570|608945|617666","Q5SZK8",NA,"ECM-receptor interaction","KEGG",1,0,"FREM2"
"kegg_2487","FRZB","gene","165720|605083","D9ZGF6|Q92765",NA,"Wnt signaling pathway","KEGG",1,0,"FRZB"
"kegg_2488","FSHB","gene","136530|229070","A0A0F7RQE8|P01225",NA,"cAMP signaling pathway","KEGG",1,0,"FSHB"
"kegg_2492","FSHR","gene","136435|233300|276400|608115","A0A1D5RMN4|P23945",NA,"cAMP signaling pathway","KEGG",1,0,"FSHR"
"kegg_10468","FST","gene","136470","P19883|A0A024QZU6",NA,"TGF-beta signaling pathway","KEGG",1,0,"FST"
"kegg_C00122","Fumarate","compound",NA,NA,NA,"Pathways in cancer|Renal cell carcinoma","KEGG",1,0,"Fumarate"
"kegg_5348","FXYD1","gene","602359","O00168",NA,"cAMP signaling pathway","KEGG",1,0,"FXYD1"
"kegg_486","FXYD2","gene","154020|601814","P54710",NA,"cAMP signaling pathway","KEGG",1,0,"FXYD2"
"kegg_2534","FYN","gene","137025","P06241",NA,"Adherens junction|Focal adhesion","KEGG",1,0,"FYN"
"kegg_8321","FZD1","gene","603408","Q9UP38",NA,"Pathways in cancer|Hepatocellular carcinoma|Gastric cancer|Basal cell carcinoma|Wnt signaling pathway|Breast cancer|mTOR signaling pathway","KEGG",1,0,"FZD1"
"kegg_11211","FZD10","gene","606147","Q6NSL8|Q9ULW2",NA,"Pathways in cancer|Hepatocellular carcinoma|Gastric cancer|Basal cell carcinoma|Breast cancer|mTOR signaling pathway|Wnt signaling pathway","KEGG",1,0,"FZD10"
"kegg_2535","FZD2","gene","164745|600667","Q14332|Q86UZ8",NA,"Pathways in cancer|Hepatocellular carcinoma|Gastric cancer|Basal cell carcinoma|Breast cancer|Wnt signaling pathway|mTOR signaling pathway","KEGG",1,0,"FZD2"
"kegg_7976","FZD3","gene","606143","Q9NPG1",NA,"Pathways in cancer|Hepatocellular carcinoma|Gastric cancer|Basal cell carcinoma|Breast cancer|Wnt signaling pathway|mTOR signaling pathway","KEGG",1,0,"FZD3"
"kegg_8322","FZD4","gene","133780|604579","Q9ULV1",NA,"Pathways in cancer|Hepatocellular carcinoma|Gastric cancer|Basal cell carcinoma|Breast cancer|Wnt signaling pathway|mTOR signaling pathway","KEGG",1,0,"FZD4"
"kegg_7855","FZD5","gene","601723","Q13467",NA,"Pathways in cancer|Breast cancer|Hepatocellular carcinoma|Gastric cancer|Basal cell carcinoma|Wnt signaling pathway|mTOR signaling pathway","KEGG",1,0,"FZD5"
"kegg_8323","FZD6","gene","161050|603409","A0A024R9E9|O60353|B4DL33|B4E236",NA,"Pathways in cancer|Hepatocellular carcinoma|Gastric cancer|Basal cell carcinoma|Breast cancer|Wnt signaling pathway|mTOR signaling pathway","KEGG",1,0,"FZD6"
"kegg_8324","FZD7","gene","603410","O75084",NA,"Pathways in cancer|Hepatocellular carcinoma|Gastric cancer|Basal cell carcinoma|Breast cancer|Wnt signaling pathway|mTOR signaling pathway","KEGG",1,0,"FZD7"
"kegg_8325","FZD8","gene","606146","Q9H461",NA,"Pathways in cancer|Breast cancer|Hepatocellular carcinoma|Gastric cancer|Basal cell carcinoma|Wnt signaling pathway|mTOR signaling pathway","KEGG",1,0,"FZD8"
"kegg_8326","FZD9","gene","601766","O00144",NA,"Pathways in cancer|Hepatocellular carcinoma|Gastric cancer|Basal cell carcinoma|Breast cancer|Wnt signaling pathway|mTOR signaling pathway","KEGG",1,0,"FZD9"
"kegg_51343","FZR1","gene","603619","Q9UM11",NA,"Cell cycle","KEGG",1,0,"FZR1"
"kegg_2538","G6PC1","gene","232200|613742","P35575",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"G6PC1"
"kegg_57818","G6PC2","gene","608058","Q9NQR9",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"G6PC2"
"kegg_92579","G6PC3","gene","611045|612541","Q9BUM1",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"G6PC3"
"kegg_2549","GAB1","gene","604439|605428","Q13480|Q9HA84",NA,"Hepatocellular carcinoma|Gastric cancer|Renal cell carcinoma","KEGG",1,0,"GAB1"
"kegg_9846","GAB2","gene","606203","Q9UQC2",NA,"Chronic myeloid leukemia","KEGG",1,0,"GAB2"
"kegg_2550","GABBR1","gene","603540","Q59HG8|Q9UBS5|A0A1U9X7R0|Q5SUJ9|Q8IW08",NA,"cAMP signaling pathway|Estrogen signaling pathway","KEGG",1,0,"GABBR1"
"kegg_9568","GABBR2","gene","188890|607340|617903|617904","H9NIL8|O75899",NA,"cAMP signaling pathway|Estrogen signaling pathway","KEGG",1,0,"GABBR2"
"kegg_1647","GADD45A","gene","126335","P24522|A5JUZ3",NA,"Pathways in cancer|Colorectal cancer|Breast cancer|Pancreatic cancer|Hepatocellular carcinoma|Gastric cancer|Glioma|Thyroid cancer|Chronic myeloid leukemia|Basal cell carcinoma|Melanoma|Endometrial cancer|MAPK signaling pathway|Small cell lung cancer|Non-small cell lung cancer|p53 signaling pathway|Cell cycle|Apoptosis","KEGG",1,0,"GADD45A"
"kegg_4616","GADD45B","gene","604948","O75293|K7EPQ8",NA,"Pathways in cancer|Endometrial cancer|Colorectal cancer|Pancreatic cancer|Hepatocellular carcinoma|Gastric cancer|Glioma|Thyroid cancer|p53 signaling pathway|Chronic myeloid leukemia|Basal cell carcinoma|Melanoma|Breast cancer|Small cell lung cancer|Non-small cell lung cancer|Apoptosis|Cell cycle|MAPK signaling pathway","KEGG",1,0,"GADD45B"
"kegg_10912","GADD45G","gene","604949","O95257",NA,"Pathways in cancer|Endometrial cancer|Colorectal cancer|Pancreatic cancer|Hepatocellular carcinoma|Gastric cancer|Glioma|Thyroid cancer|p53 signaling pathway|Chronic myeloid leukemia|Basal cell carcinoma|Melanoma|MAPK signaling pathway|Breast cancer|Small cell lung cancer|Non-small cell lung cancer|Apoptosis|Cell cycle","KEGG",1,0,"GADD45G"
"kegg_2597","GAPDH","gene","138400","P04406|V9HVZ4",NA,"HIF-1 signaling pathway","KEGG",1,0,"GAPDH"
"kegg_2619","GAS1","gene","139185","P54826",NA,"Hedgehog signaling pathway","KEGG",1,0,"GAS1"
"kegg_2641","GCG","gene","138030","P01275",NA,"cAMP signaling pathway","KEGG",1,0,"GCG"
"kegg_2657","GDF1","gene","208530|602880|613854","A0A024R7N8|P27539",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"GDF1"
"kegg_2662","GDF10","gene","601361","P55107",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"GDF10"
"kegg_10220","GDF11","gene","603936|619122","A0A024RB20|O95390",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"GDF11"
"kegg_9518","GDF15","gene","605312","Q99988",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"GDF15"
"kegg_2658","GDF2","gene","605120|615506","B2RC63|Q9UK05",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"GDF2"
"kegg_9573","GDF3","gene","606522|613702|613703|613704","Q9NR23",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"GDF3"
"kegg_8200","GDF5","gene","112600|113100|200700|201250|228900|601146|610017|612400|615072|615298","F1T0J1|P43026",NA,"Cytokine-cytokine receptor interaction|TGF-beta signaling pathway","KEGG",1,0,"GDF5"
"kegg_392255","GDF6","gene","118100|601147|613094|613703|615360|617898","A0A0S2A5D6|Q6KF10",NA,"Cytokine-cytokine receptor interaction|TGF-beta signaling pathway","KEGG",1,0,"GDF6"
"kegg_151449","GDF7","gene","604651","Q75RY1|Q7Z4P5",NA,"Cytokine-cytokine receptor interaction|TGF-beta signaling pathway","KEGG",1,0,"GDF7"
"kegg_2661","GDF9","gene","601918|618014","B4DXG3|O60383",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"GDF9"
"kegg_2668","GDNF","gene","600837|613711","A0A0S2Z3V2|P39905|A0A0S2Z3T2",NA,"Calcium signaling pathway","KEGG",1,0,"GDNF"
"kegg_2670","GFAP","gene","137780|203450","P14136|A7REI1|K7EMP8",NA,"JAK-STAT signaling pathway","KEGG",1,0,"GFAP"
"kegg_2688","GH1","gene","139250|173100|262400|262650|612781","B1A4G6|P01241|B1A4G7",NA,"JAK-STAT signaling pathway|PI3K-Akt signaling pathway|Cytokine-cytokine receptor interaction","KEGG",1,0,"GH1"
"kegg_2689","GH2","gene","139240","A0A0M6L0J9|P01242",NA,"Cytokine-cytokine receptor interaction|JAK-STAT signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"GH2"
"kegg_2690","GHR","gene","143890|262500|600946|604271","P10912|A0A087X0H5|A0A087X162",NA,"Cytokine-cytokine receptor interaction|JAK-STAT signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"GHR"
"kegg_51738","GHRL","gene","601665|605353","Q9UBU3",NA,"cAMP signaling pathway","KEGG",1,0,"GHRL"
"kegg_2693","GHSR","gene","601898|615925","Q92847",NA,"cAMP signaling pathway","KEGG",1,0,"GHSR"
"kegg_2695","GIP","gene","137240","P09681",NA,"cAMP signaling pathway","KEGG",1,0,"GIP"
"kegg_2696","GIPR","gene","137241","P48546",NA,"cAMP signaling pathway","KEGG",1,0,"GIPR"
"kegg_2710","GK","gene","300474|307030","B4DH54|P32189",NA,"PPAR signaling pathway","KEGG",1,0,"GK"
"kegg_2712","GK2","gene","600148","A0A140VKG0|Q14410",NA,"PPAR signaling pathway","KEGG",1,0,"GK2"
"kegg_2735","GLI1","gene","165220|174400|618123","B4DNF7|P08151","ONCOGENE","Basal cell carcinoma|cAMP signaling pathway|Pathways in cancer|Hedgehog signaling pathway","KEGG",1,0,"GLI1"
"kegg_2736","GLI2","gene","165230|610829|615849","P10070|Q1PSW9|Q59FV5",NA,"Pathways in cancer|Basal cell carcinoma|Hedgehog signaling pathway","KEGG",1,0,"GLI2"
"kegg_2737","GLI3","gene","146510|165240|174200|174700|175700","P10071",NA,"Pathways in cancer|Basal cell carcinoma|Hedgehog signaling pathway|cAMP signaling pathway","KEGG",1,0,"GLI3"
"kegg_2740","GLP1R","gene","138032","A0A142FHB8|P43220",NA,"cAMP signaling pathway","KEGG",1,0,"GLP1R"
"kegg_2767","GNA11","gene","139313|145981|615361","P29992","ONCOGENE","Calcium signaling pathway|Pathways in cancer","KEGG",1,0,"GNA11"
"kegg_2768","GNA12","gene","604394","E9PC54|Q6ZQV4|Q03113",NA,"MAPK signaling pathway","KEGG",1,0,"GNA12"
"kegg_9630","GNA14","gene","604397","O95837",NA,"Calcium signaling pathway","KEGG",1,0,"GNA14"
"kegg_2769","GNA15","gene","139314","P30679",NA,"Calcium signaling pathway","KEGG",1,0,"GNA15"
"kegg_2770","GNAI1","gene","139310","P63096",NA,"cAMP signaling pathway|Estrogen signaling pathway","KEGG",1,0,"GNAI1"
"kegg_2771","GNAI2","gene","139360|192605","B3KP24|B3KX51|P04899",NA,"cAMP signaling pathway|Estrogen signaling pathway","KEGG",1,0,"GNAI2"
"kegg_2773","GNAI3","gene","139370|602483","P08754",NA,"cAMP signaling pathway|Estrogen signaling pathway","KEGG",1,0,"GNAI3"
"kegg_2774","GNAL","gene","139312|615073","A8K1Y9|P38405",NA,"Calcium signaling pathway","KEGG",1,0,"GNAL"
"kegg_2775","GNAO1","gene","139311|615473|617493","B3KP89|P09471|Q8N6I9|Q6AWC5",NA,"Estrogen signaling pathway","KEGG",1,0,"GNAO1"
"kegg_2776","GNAQ","gene","163000|185300|600998","A0A024R240|P50148","ONCOGENE","Calcium signaling pathway|Pathways in cancer|Estrogen signaling pathway","KEGG",1,0,"GNAQ"
"kegg_2778","GNAS","gene","103580|139320|166350|174800|219080|603233|612462|612463|617686","A0A0S2Z3H8|O95467|P63092|Q5FWY2|P84996|B0AZR9|Q14455|Q5JWD1|Q5JWF2|A0A0S2Z3S5","ONCOGENE","Calcium signaling pathway|Estrogen signaling pathway|cAMP signaling pathway","KEGG",1,0,"GNAS"
"kegg_2782","GNB1","gene","139380|613065|614286|616973","B3KVK2|P62873|A0A024R056",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"GNB1"
"kegg_2783","GNB2","gene","139390|619464|619503","P62879|Q6FHM2",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"GNB2"
"kegg_2784","GNB3","gene","139130|145500|617024","E9PCP0|P16520|F1T0G5",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"GNB3"
"kegg_59345","GNB4","gene","610863|615185","Q9HAV0",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"GNB4"
"kegg_10681","GNB5","gene","604447|617173|617182","A0A024R5R9|O14775|A0A024R5V3",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"GNB5"
"kegg_2790","GNG10","gene","604389","A0A024R156|P50151",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"GNG10"
"kegg_2791","GNG11","gene","604390","P61952|Q53Y01",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"GNG11"
"kegg_55970","GNG12","gene","615405","Q9UBI6",NA,"MAPK signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"GNG12"
"kegg_51764","GNG13","gene","607298","Q9P2W3",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"GNG13"
"kegg_54331","GNG2","gene","606981","P59768",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"GNG2"
"kegg_2785","GNG3","gene","608941","P63215",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"GNG3"
"kegg_2786","GNG4","gene","604388","B1APZ0|P50150",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"GNG4"
"kegg_2787","GNG5","gene","600874","P63218",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"GNG5"
"kegg_2788","GNG7","gene","604430","O60262",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"GNG7"
"kegg_94235","GNG8","gene",NA,"Q9UK08",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"GNG8"
"kegg_2792","GNGT1","gene","189970","P63211",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"GNGT1"
"kegg_2793","GNGT2","gene","139391","O14610",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"GNGT2"
"kegg_2811","GP1BA","gene","153670|177820|231200|258660|606672","L7UYB8|P07359",NA,"ECM-receptor interaction","KEGG",1,0,"GP1BA"
"kegg_2812","GP1BB","gene","138720|231200","P13224",NA,"ECM-receptor interaction","KEGG",1,0,"GP1BB"
"kegg_2814","GP5","gene","173511","P40197",NA,"ECM-receptor interaction","KEGG",1,0,"GP5"
"kegg_51206","GP6","gene","605546|614201","Q9HCN6",NA,"ECM-receptor interaction","KEGG",1,0,"GP6"
"kegg_2815","GP9","gene","173515|231200","P14770",NA,"ECM-receptor interaction","KEGG",1,0,"GP9"
"kegg_2239","GPC4","gene","194070|300168|301026|312870","O75487",NA,"Wnt signaling pathway","KEGG",1,0,"GPC4"
"kegg_2852","GPER1","gene","601805","A0A024R849|Q63ZY2|Q99527",NA,"Estrogen signaling pathway","KEGG",1,0,"GPER1"
